A1SNEGAF,A1SSATIS,A1PA44,A1SEMA
1.333,8.125,999,2.5
1,8.5,30,2.893
1,9.5,999,3.679
2,7.25,999,3.286
1.333,7.75,999,2.179
1,9.667,12,2.5
1.667,9,999,9
1,8.333,999,3.571
1.833,4,20,3.571
1.333,9,999,2.571
1.167,8.125,999,1.536
1.167,7.875,999,3.286
1.333,8.667,999,3.964
1.5,7.5,15,3.429
1.167,8.75,999,3.179
1.833,3.333,999,3.571
1.833,5.75,20,2.75
1,7.75,999,3.964
1.5,8.75,40,9
1.833,6.125,999,3.179
1.5,8.625,999,3
1.5,7.125,999,1.893
1.167,6,999,3.286
1.667,4,999,2.964
1.667,6.625,999,3.536
 , ,999, 
1.333,8.667,999,3.679
1.5,6.333,30,3.714
2.5,5.25,40,2.607
1.667,8.5,999,3.143
 , ,999, 
1.167,7.667,999,3.964
1.167,7.75,30,2.321
2,7.333,999,3.679
1.167,8.375,999,3.393
1,9.75,20,2.821
1.667,7.125,999,1.536
1.5,7.5,999,3.429
1.167,7.667,999,1.929
1,9.75,999,3.536
2,7.125,999,1.5
1.5,7.75,30,3.571
1.833,6.25,999,1.107
1.333,9.5,20,.964
1.833,7.375,999,2.607
1.333,7.25,999,3.821
1.333,7.333,999,2.464
1.167,7.5,999,2.571
1,8.5,999,3.679
2,6.25,20,3.143
1.167,7.333,30,3.429
1,9,20,1.393
1.833,8,20,1.643
1,8.75,999,3.429
1,9,999,3.964
1.833,7.25,30,1.929
 , ,997, 
 , ,8, 
1,9,999,3.821
1.167,8.125,999,3.143
1.5,7.25,999,3.821
1,7.25,999,3.821
1.333,8.667,999,3.679
 , ,999, 
2.667,6.333,999,2.571
1,8.375,999,3.679
 , ,999, 
2.333,7.375,999,3.857
1.5,6.875,30,1.786
2.333,7.5,999,2.607
1.667,8.375,999,2.071
1,8.25,5,3.857
1.2,6.875,999,2.071
2,5,999,2.643
1.167,9.25,999,3.821
1,8.375,999,3.607
1,8.625,999,2.714
1,9.25,999,3.536
1.667,6.5,999,3.179
1.167,9.75,999,2.429
1,8.75,999,1.821
1.167,9.25,7,3.857
1.333,8,999,3.679
1.5,8.375,999,9
1.833,7.75,999,3.679
1.5,9,999,3.429
 , ,999, 
1.333,8.25,999,2.607
1.5,9.375,999,3.964
1.167,3.875,20,3.107
1,8,999,3.964
1.333,8,999,2.75
1,7.5,20,3.393
1.5,7,999,9
3.333,6.375,20,3.821
2.667,6.333,999,1.929
2,8.5,999,3.571
1.5,8.125,20,2.179
1.333,8.75,999,3.179
1.667,7.667,999,3.679
1.167,8.5,999,3.179
1.333,7.5,999,3.143
1.333,6.75,999,3.571
1.667,9.333,999,3.964
1,7.667,999,3.679
2.167,5.75,40,3.179
1.6,7.75,999,3.286
1.167,7,999,9
1,9.625,999,3.429
1.833,7.5,999,3.679
1.833,7.5,999,2.857
3.333,5.667,999,1.393
1.833,7.875,50,3.571
1.833,7.5,999,3.857
 , ,999, 
 , ,20, 
2,7.25,999,9
3,7.25,20,2.893
1,5.333,999,3.571
1,7.75,999,1.679
 , ,999, 
1.333,7,999,3.286
1,9,20,3.286
 , ,999, 
1.167,7.875,999,2.464
1.833,7.5,999,3.536
1.167,8.875,999,1.107
2,7.5,999,3.393
 , ,40, 
1.5,9,999,3.821
1,7.25,999,3.964
 , ,20, 
1.167,9.25,999,3.821
1.833,6.75,999,3.429
3,5.333,999,3.464
1.5,8.125,999,3.821
2.667,7.5,40,2.464
2,6.667,999,2.75
1,8.375,999,2.429
1.667,7.875,999,3.571
2,6.5,999,2.893
1,9,60,3.821
1,6.875,60,2.321
 , ,999, 
1.833,6.75,20,3.464
1,8.5,999,3.964
2.333,8,999,3
1.167,7.25,60,9
1.333,8,999,3.964
1.833,8.125,999,2.857
5,6.25,999,2.75
1.667,6,999,2.036
1.5,8.5,6,3.821
2.167,2.75,999,2.464
1.167,7.5,4,2.5
1,9.25,999,3.107
2.5,8.75,20,3.143
1.333,8.75,999,3.821
3.667,7.625,20,3.964
 , ,20, 
 , ,999, 
 , ,30, 
1.333,8,999,3.821
1.667,8.5,20,2.75
1.333,8,999,3.714
1.833,9,30,3.393
1.833,8.875,999,3.286
1.833,6,999,3.036
1.167,7.333,999,2.75
1.5,7.625,999,1.643
 , ,999, 
1.167,6.625,999,2.857
2,6.25,30,3.857
1,9.25,999,3.464
1.5,8.375,999,3.036
1.5,8.25,20,3.393
2,6.5,999,1.5
1.5,8.5,999,3.571
 , ,20, 
1,5.375,20,1.179
1.833,5,999,3.393
1.333,3.333,999,3.821
1.5,7.875,999,2.893
1.333,8.667,999,3.964
1,8.875,30,3.571
1,8.625,999,3.679
1,8,999,3.964
1.167,8.25,999,3.464
 , ,999, 
1.167,8.875,999,3.964
2.333,7.875,999,3.821
1,7.5,999,3.429
1.5,7.25,999,3.821
2,7.333,999,2.036
1.667,5,999,2.286
 , ,999, 
2.833,6.875,999,3
2.167,6,999,2.214
1,8.25,40,3.286
1.167,8,30,3.714
1,8,999,3.964
1.833,8,20,3.25
1.333,9.333,999,3.964
 , ,40, 
2.5,7.25,999,3.25
1,8.125,999,2.607
1.833,5.5,999,2.857
1,8.75,999,3.429
1.667,9.5,999,2.321
2.5,8.25,6,3.571
1.6,7.125,999,2.321
2,9,999,2.179
1,8.125,999,3.857
1.667,7.75,999,3.429
1,8.75,999,3.536
1.667,7.375,999,3.571
1,7.25,999,3.25
1.667,7.625,999,3.321
1,8.5,999,2.071
 , ,999, 
1,9.25,999,3.821
2,10,999,3.536
2.833,4.5,60,3.679
1.667,6.5,999,2.75
2.833,6,999,2.357
1,9,999,3.286
1.833,6.5,999,3.107
1.667,5,999,3
1.5,5.875,30,3
1,7.375,999,3.679
 , ,30, 
 , ,999, 
3.5,7.375,4,1.821
1.167,7.667,999,3.571
1.667,7.625,30,2.036
 , ,999, 
1.5,8.625,40,3.571
1.833,7,999,3.964
1,7.667,999,3.321
1.833,5.5,999,2.036
1,9,999,3.964
1.167,8.25,999,2.179
2,8.875,999,3.821
1.5,8.5,20,3.679
1.333,8.125,999,3.821
1.167,10,999,3.821
1,8.5,999,3.286
1.167,7.5,40,3.25
1,8.5,60,3.429
1.5,7.667,999,3.393
1.333,9,999,2.964
 , ,999, 
3,8,20,3.179
1,7.5,999,3.964
1.167,7.75,999,3.714
1.167,8.375,999,3.571
1.333,6.75,999,2.893
1,9.875,999,2.75
2,7.5,999,3.571
1.5,8.25,999,3.536
1,8.375,999,2.607
2,7.333,15,2.429
1.333,7.5,20,1.786
1.333,7.875,999,3.071
 , ,999, 
1.333,7.333,999,3.821
1,7.125,20,2.464
1.667,8.25,999,3.821
1.333,8.5,999,2.821
 , ,999, 
2.667,8.375,999,2.607
1.833,4.625,999,3.964
1.167,9.125,999,3.571
 , ,30, 
2,7.75,999,3.714
2.5,6.25,999,2.893
2.333,5,999,2.321
1,7.875,999,3.964
1.667,5.625,999,3.679
2.833,6,999,2.786
1.667,7.5,999,3.964
1,9.375,999,2.893
1,7.75,999,1.536
1.5,9,999,3.821
1,9.125,999,3.964
1,7.667,999,3.679
1,8.5,10,3.714
1.5,7.625,50,3.571
1,8.5,999,3.143
1.5,7.125,999,2.75
1,9.75,999,3.821
1,10,999,3.393
1,9.375,999,3.964
1.833,8.25,999,2.714
1.333,8.125,30,3.393
1,7.75,999,3.714
1.167,6.625,999,3.143
1,8.5,40,3.25
2.667,6.5,999,2.357
1.833,7.375,20,3.821
 , ,999, 
1.333,8.375,999,3.714
1,8.875,999,3.571
1,7.75,999,3
